source,target,weight
01-MTA-KI-02.txt,01-MTA-KI-04.txt,0.22725062155200598
04-MTA-KI-01.txt,09-MTA-KI-06.txt,0.2451250991645521
04-MTA-KI-04.txt,05-MTA-KI-03.txt,0.20740903646681771
04-MTA-KI-04.txt,06-MTA-KI-03.txt,0.20345904435828338
04-MTA-KI-04.txt,18-MTA-KI-01.txt,0.21087597927375312
05-MTA-KI-01.txt,05-MTA-KI-06.txt,0.20644795126267992
05-MTA-KI-02.txt,06-MTA-KI-01.txt,0.21994093488995134
05-MTA-KI-03.txt,10-MTA-KI-06.txt,0.21124587544141057
05-MTA-KI-04.txt,10-MTA-KI-02.txt,0.24770321462844586
06-MTA-KI-01.txt,13-MTA-KI-01.txt,0.27236527314626274
06-MTA-KI-01.txt,15-MTA-KI-04.txt,0.22089647598272472
06-MTA-KI-01.txt,20-MTA-KI-01.txt,0.2756025121133327
06-MTA-KI-03.txt,09-MTA-KI-03.txt,0.23712312001081035
06-MTA-KI-03.txt,09-MTA-KI-04.txt,0.22547027974231112
06-MTA-KI-03.txt,15-MTA-KI-05.txt,0.22052402162812842
06-MTA-KI-05.txt,09-MTA-KI-01.txt,0.22156040964520446
06-MTA-KI-05.txt,11-MTA-KI-01.txt,0.2103063544754794
06-MTA-KI-05.txt,13-MTA-KI-02.txt,0.20991610897402652
06-MTA-KI-05.txt,20-MTA-KI-01.txt,0.21093684019527642
08-MTA-KI-01.txt,10-MTA-KI-06.txt,0.2533275304547843
08-MTA-KI-02.txt,17-MTA-KI-04.txt,0.22515100242505498
09-MTA-KI-01.txt,09-MTA-KI-06.txt,0.23464657738610095
09-MTA-KI-01.txt,13-MTA-KI-06.txt,0.25431056665431034
09-MTA-KI-01.txt,15-MTA-KI-01.txt,0.20920146668364667
09-MTA-KI-01.txt,17-MTA-KI-02.txt,0.20202216828177333
09-MTA-KI-02.txt,10-MTA-KI-05.txt,0.20421735077271283
09-MTA-KI-03.txt,10-MTA-KI-02.txt,0.22043403923812124
09-MTA-KI-03.txt,11-MTA-KI-03.txt,0.24765488029366814
09-MTA-KI-04.txt,11-MTA-KI-03.txt,0.2472690732198844
09-MTA-KI-05.txt,10-MTA-KI-04.txt,0.2095000868146309
09-MTA-KI-05.txt,10-MTA-KI-08.txt,0.2158641946793497
09-MTA-KI-06.txt,10-MTA-KI-01.txt,0.23390731739580115
09-MTA-KI-06.txt,17-MTA-KI-02.txt,0.23067839488455652
10-MTA-KI-02.txt,13-MTA-KI-05.txt,0.21991360044111352
10-MTA-KI-04.txt,10-MTA-KI-08.txt,0.2628642584086704
11-MTA-KI-02.txt,11-MTA-KI-03.txt,0.2166486510956512
11-MTA-KI-03.txt,14-MTA-KI-02.txt,0.2178341441111577
13-MTA-KI-01.txt,13-MTA-KI-02.txt,0.2992150939677443
13-MTA-KI-01.txt,14-MTA-KI-01.txt,0.2862172678966822
13-MTA-KI-01.txt,15-MTA-KI-04.txt,0.2002808903157029
13-MTA-KI-01.txt,20-MTA-KI-01.txt,0.25722194420693717
13-MTA-KI-02.txt,14-MTA-KI-01.txt,0.22075158706000886
13-MTA-KI-02.txt,18-MTA-KI-06.txt,0.23745496820896442
13-MTA-KI-02.txt,20-MTA-KI-01.txt,0.24501711101394663
13-MTA-KI-06.txt,18-MTA-KI-04.txt,0.21793648054891593
14-MTA-KI-01.txt,14-MTA-KI-02.txt,0.21167764440363973
14-MTA-KI-01.txt,14-MTA-KI-05.txt,0.20643921166280194
14-MTA-KI-01.txt,15-MTA-KI-02.txt,0.22189480290234767
14-MTA-KI-01.txt,18-MTA-KI-04.txt,0.2494401021004606
14-MTA-KI-05.txt,15-MTA-KI-02.txt,0.2268347712554077
15-MTA-KI-04.txt,18-MTA-KI-01.txt,0.21708029035706047
15-MTA-KI-04.txt,18-MTA-KI-03.txt,0.24099574139492655
15-MTA-KI-04.txt,18-MTA-KI-06.txt,0.25739139472779815
15-MTA-KI-06.txt,18-MTA-KI-01.txt,0.21931865488375415
16-MTA-KI-01.txt,17-MTA-KI-01.txt,0.25354079861730494
17-MTA-KI-03.txt,20-MTA-KI-02.txt,0.22927255810171726
18-MTA-KI-02.txt,20-MTA-KI-02.txt,0.21866839393633092
18-MTA-KI-03.txt,18-MTA-KI-04.txt,0.2117671564716097
18-MTA-KI-03.txt,18-MTA-KI-06.txt,0.21200354145874448
18-MTA-KI-03.txt,20-MTA-KI-03.txt,0.21481600260148365
